"","ccode","year","country","icrg_bq","icrg_ip","ifuel","isxp","log_milex_cap","log_rgdpch","milper","p_polity2","p_polity2_sq","rgdpch","rpc1","sip2","taxratio","totrev","xpolity","xpolity_sq","yhat","yhat_2"
"1",2,1984,"USA",4,11,4,0.0154000002890831,6.91072940826416,10.0720462799072,2222,10,100,23647.24609375,0.714752316474915,0.908291504765,0.0895000025629997,0.1841000020504,7,49,0.170994609594345,3.82900547981262
"2",2,1985,"USA",4,10.1700000762939,5,0.0130000002682209,6.93541526794434,10.1018238067627,2244,10,100,24361.916015625,0.730313003063202,0.908291504765,0.098800003528595,0.189400002360344,7,49,0.450872838497162,3.54912710189819
"3",2,1986,"USA",4,9,4,0.0134000001475214,7.00594711303711,10.1247081756592,2269,10,100,24925.79296875,0.711517810821533,0.908291504765,0.0991000011563301,0.186100006103516,7,49,0.845400094985962,3.15459990501404
"4",2,1987,"USA",4,9,3,0.013800000026822,7.02850484848022,10.1472454071045,2280,10,100,25493.869140625,0.742763876914978,0.908291504765,0.10980000346899,0.193900018930435,7,49,0.845400094985962,3.15459990501404
"5",2,1988,"USA",4,8.07999992370605,3,0.0141999999061226,7.04808807373047,10.1763868331909,2250,10,100,26247.6484375,0.727275907993317,0.908291504765,0.111000001430511,0.190599992871284,7,49,1.15562665462494,2.84437346458435
"6",2,1989,"USA",4,8,3,0.0145999997854233,7.08355188369751,10.200891494751,2240,10,100,26898.71484375,0.728508412837982,0.908291504765,0.115500003099442,0.192499995231628,7,49,1.18260276317596,2.81739711761475
"7",2,1990,"USA",4,8,3,0.0149999996647239,7.05570220947266,10.2071771621704,2180,10,100,27068.306640625,0.711214780807495,0.908291504765,0.112899996340275,0.189099997282028,7,49,1.18260276317596,2.81739711761475
"8",2,1991,"USA",4,6.17000007629395,3,0.0149999996647239,6.9457049369812,10.1919822692871,2110,10,100,26660.158203125,0.703152894973755,0.908291504765,0.10700000077486,0.188700005412102,7,49,1.7996838092804,2.2003161907196
"9",2,1992,"USA",4,5.75,3,0.0149999996647239,7.02406549453735,10.2162036895752,1920,10,100,27313.720703125,0.68314802646637,0.908291504765,0.103900000452995,0.184300005435944,7,49,1.94130897521973,2.05869102478027
"10",2,1993,"USA",4,5.75,2,0.0149999996647239,7.05003452301025,10.2353610992432,1810,10,100,27841.96875,0.689123392105103,0.908291504765,0.107699997723103,0.188899993896484,7,49,1.94130897521973,2.05869102478027
"11",2,1994,"USA",4,6.32999992370605,2,0.0149999996647239,7.02566385269165,10.2682304382324,1710,10,100,28772.224609375,0.703261613845825,0.908291504765,0.111800000071526,0.191899999976158,7,49,1.74573135375977,2.25426864624023
"12",2,1995,"USA",4,7,2,0.0149999996647239,6.96355724334717,10.2835931777954,1620,10,100,29217.611328125,0.712358117103577,0.908291504765,0.117399998009205,0.198599994182587,7,49,1.51980555057526,2.48019456863403
"13",2,1996,"USA",4,7.42000007629395,2,0.0149999996647239,6.95188856124878,10.3122034072876,1570,10,100,30065.517578125,0.652858734130859,0.908291504765,0.118500001728535,0.197400003671646,7,49,1.37818038463593,2.62181973457336
"14",2,1997,"USA",4,9,2,0.0149999996647239,6.93871164321899,10.3493890762329,1530,10,100,31204.451171875,0.673106491565704,0.908291504765,0.123099997639656,0.202099993824959,7,49,0.845400094985962,3.15459990501404
"15",2,1998,"USA",4,9.67000007629395,2,0.0149999996647239,6.92824983596802,10.3827457427979,1510,10,100,32262.76953125,0.701453268527985,0.908291504765,0.128499999642372,0.206599995493889,7,49,0.619474232196808,3.38052582740784
"16",2,1999,"USA",4,11,2,0.0149999996647239,6.96382188796997,10.4176139831543,1490,10,100,33407.4375,0.698120355606079,0.908291504765,0.128299996256828,0.207000002264977,7,49,0.170994609594345,3.82900547981262
"17",20,1984,"Canada",4,9.82999992370605,13,0.103999999165536,5.63832092285156,9.87759780883789,82,10,100,19468.900390625,0.680817782878876,0.936893145155,0.14020000398159,0.191799998283386,7,49,0.565521836280823,3.43447828292847
"18",20,1985,"Canada",4,8.67000007629395,14,0.0989999994635582,5.57396078109741,9.9126443862915,83,10,100,20163.244140625,0.675423681735992,0.936893145155,0.137899994850159,0.190599992871284,7,49,0.956676959991455,3.04332304000854
"19",20,1986,"Canada",4,7.07999992370605,10,0.095199999213218,5.61708116531372,9.92650127410889,85,10,100,20444.55859375,0.697326183319092,0.936893145155,0.14300000667572,0.196199983358383,7,49,1.49282932281494,2.50717067718506
"20",20,1987,"Canada",4,7,10,0.0913999989628786,5.70692825317383,9.95942974090576,86,10,100,21128.900390625,0.725675880908966,0.936893145155,0.15090000629425,0.202199995517731,7,49,1.51980555057526,2.48019456863403
"21",20,1988,"Canada",4,7.07999992370605,9,0.0875999987125393,5.79758310317993,9.99021530151367,88,10,100,21789.412109375,0.692629873752594,0.936893145155,0.144999995827675,0.196899980306625,7,49,1.49282932281494,2.50717067718506
"22",20,1989,"Canada",4,8.67000007629395,9,0.0837999984622,5.85056591033936,10.0047769546509,88,10,100,22108.990234375,0.710468888282776,0.936893145155,0.151999995112419,0.203700006008148,7,49,0.956676959991455,3.04332304000854
"23",20,1990,"Canada",4,8.75,10,0.0799999982118607,5.91648721694946,9.98769664764404,87,10,100,21734.607421875,0.715789794921875,0.936893145155,0.151700004935265,0.207300007343292,7,49,0.92970073223114,3.07029914855957
"24",20,1991,"Canada",4,7.07999992370605,11,0.0861999988555908,6.00981044769287,9.94728946685791,86,10,100,20873.966796875,0.742597579956055,0.936893145155,0.153799995779991,0.210499987006187,7,49,1.49282932281494,2.50717067718506
"25",20,1992,"Canada",4,6.75,10,0.092399999499321,5.89529085159302,9.94527339935303,82,10,100,20831.931640625,0.717552304267883,0.936893145155,0.146200001239777,0.209099993109703,7,49,1.60410618782043,2.39589381217957
"26",20,1993,"Canada",4,6,11,0.0986000001430511,5.81251668930054,9.96142101287842,76,10,100,21171.01171875,0.68700110912323,0.936893145155,0.13850000500679,0.207000002264977,7,49,1.85700821876526,2.14299178123474
"27",20,1994,"Canada",4,6,10,0.104800000786781,5.81082916259766,10.0048332214355,75,10,100,22110.234375,0.684325993061066,0.936893145155,0.143399998545647,0.206400007009506,7,49,1.85700821876526,2.14299178123474
"28",20,1995,"Canada",4,6,9,0.111000001430511,5.73945379257202,10.0252180099487,70,10,100,22565.525390625,0.602026998996735,0.936893145155,0.147400006651878,0.206599995493889,7,49,1.85700821876526,2.14299178123474
"29",20,1996,"Canada",4,6,11,0.111000001430511,5.67210054397583,10.0325927734375,66,10,100,22732.537109375,0.760031759738922,0.936893145155,0.148000001907349,0.211000010371208,7,49,1.85700821876526,2.14299178123474
"30",20,1997,"Canada",4,7.57999992370605,10,0.111000001430511,5.56067657470703,10.0736293792725,61,10,100,23684.708984375,0.799139440059662,0.936893145155,0.156599998474121,0.217800006270409,7,49,1.3242279291153,2.67577195167542
"31",20,1998,"Canada",4,9,8,0.111000001430511,5.52619409561157,10.1045351028442,60,10,100,24428.052734375,0.788036823272705,0.936893145155,0.155499994754791,0.220100000500679,7,49,0.845400094985962,3.15459990501404
"32",20,1999,"Canada",4,9,8,0.111000001430511,5.60602807998657,10.1530771255493,60,10,100,25642.9609375,0.794977009296417,0.936893145155,0.157800003886223,0.221699997782707,7,49,0.845400094985962,3.15459990501404
"33",41,1984,"Haiti",0,4,0,0.0571999996900558,1.64991271495819,7.73271131515503,6,-9,81,2279.95166015625,1.04055798053741,0,0.159500002861023,0.175200000405312,-6,36,-1.46858632564545,1.46858632564545
